id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
29121331,Downtown Denver 19th Floor Barclay Tower Condo,24157036,Angela,,Union Station,39.75027,-104.9985,Entire home/apt,145,90,1,2019-10-31,0.06,39,1
29127570,Delightful Serenity Suite in Berkeley Bungalow!,219500074,Suzanna,,Regis,39.78485,-105.04059,Entire home/apt,131,1,171,2021-03-26,5.84,1,89
29128667,Super large and clean room/Denver Airport,219506731,Victorien,,Gateway - Green Valley Ranch,39.77414,-104.76698,Private room,70,29,7,2019-11-15,0.23,16,3
29130386,Quaint Carriage House Near Downtown & Interstate,219520656,Stetson & Megan,,Clayton,39.76314,-104.95737,Entire home/apt,92,3,189,2021-03-26,6.49,1,76
29131786,"Modern, cozy retreat, near light rail",219532440,Charlie,,Stapleton,39.75854,-104.87255,Entire home/apt,99,1,57,2020-09-21,1.91,1,0
29211970,Modern Jeff Park Rowhouse,9879989,Tommy,,Jefferson Park,39.74874,-105.02125,Entire home/apt,138,30,0,,,1,86
29275338,Historic Apartment in City Park West with Terrace,17512099,Liz,,City Park West,39.74397,-104.96214,Entire home/apt,112,3,60,2020-11-28,2.05,1,4
29276244,Family/Couple Travel Made Easy in Prime Location,13995192,Jenn,,Regis,39.78435,-105.03687,Entire home/apt,300,4,6,2020-09-21,0.25,2,52
29282321,Entire Highlands/Sloan's Lake Guest House,43714010,Megan,,West Highland,39.76003,-105.04414,Entire home/apt,199,2,130,2020-11-29,4.35,1,89
29303862,Downtown Condo With Stunning Views,24157036,Angela,,Union Station,39.74986,-104.99631,Entire home/apt,155,90,0,,,39,347
29305639,Street Art Basement Suite and Home Theater,13302506,Ross,,Ruby Hill,39.6966,-105.01533,Entire home/apt,80,2,192,2021-04-01,6.91,1,0
29315547,"Teme and Marry property in denver
2018-BFN-0008633",220852775,Temesgen,,Gateway - Green Valley Ranch,39.79551,-104.73739,Private room,90,28,44,2021-03-23,1.49,1,148
29324718,CLEAN Private Bedroom & Bathroom,5225646,Christopher,,Virginia Village,39.68641,-104.93649,Private room,45,1,38,2021-03-09,1.29,2,116
29337638,Blue room,105950282,Kristen,,Platt Park,39.68652,-104.97841,Private room,90,1,28,2020-03-01,1.07,2,344
29338974,"POOL,GYM,LUXURY&MOUNTAIN VIEW IN DOWNTOWN DENVER",126538085,Lina,,CBD,39.74729,-104.99618,Entire home/apt,98,30,47,2020-06-21,1.71,1,0
29355346,1885 Charmer in Art District near Downtown & Mtns.,112006680,,,Lincoln Park,39.73819,-105.00174,Entire home/apt,101,30,115,2021-02-02,3.89,1,68
29355762,Sunnyside Bungalow,97331628,Annie,,Sunnyside,39.77538,-105.00777,Entire home/apt,198,29,12,2021-01-03,1.70,1,0
29360234,Chill at a Totally Private Carriage House W Bamboo Orb Chair,221190712,Stephanie,,Platt Park,39.68675,-104.98097,Entire home/apt,139,1,171,2021-03-29,7.48,1,120
29369461,"⭐️Bohemian Bungalow of Wash Park. Cozy, 2-Story⭐️",13031965,Brooke,,Washington Park,39.71077,-104.97102,Entire home/apt,199,2,25,2021-01-02,0.90,1,8
29414337,Modern Townhouse in the city,180220440,Glen,,City Park West,39.74971,-104.97265,Entire home/apt,242,2,90,2021-03-22,3.15,1,0
29417411,Located Centrally in Denver Metro area,37332028,Timothy,,Valverde,39.7197,-105.0205,Private room,27,30,8,2020-12-01,0.28,1,261
29423431,Centrally Located Cherry Creek Apt. *Private Deck*,221641473,Ryan Shepherd,,Cherry Creek,39.72122,-104.95548,Entire home/apt,148,29,152,2021-03-06,5.16,1,60
29438769,"Casa Tejon, Spacious Sunnyside Retreat | Hot Tub",65414250,Vinny,,Highland,39.7687,-105.01254,Entire home/apt,302,2,65,2021-02-27,2.27,2,38
29439058,Cozy West Wash Park Condo! Private Patio!,30972487,Sabrina,,Speer,39.7145,-104.98128,Entire home/apt,119,30,12,2021-02-03,0.44,12,28
29460765,SW Charm in Sunnyside Denver New Listing,217260072,Willem,,Sunnyside,39.77266,-105.01495,Entire home/apt,97,3,16,2021-03-13,0.58,1,99
29464543,Cozy Duplex mins to Dwtn-1 block to Highlands Sq,198535436,Ann,,West Highland,39.76436,-105.03078,Entire home/apt,98,1,158,2021-03-27,5.40,1,2
29478132,Renovated Hip Casita in Art District with Fire-Pit,49261319,Sam,,Baker,39.72147,-104.99811,Entire home/apt,320,1,51,2020-12-25,1.73,1,292
29488638,South Pearl St. Patio Home License #442295-070062,222061822,Lynn,,Platt Park,39.68702,-104.97898,Entire home/apt,70,30,55,2020-03-16,1.88,1,232
29493471,Lydia's Place,70055411,Girma,,Gateway - Green Valley Ranch,39.77293,-104.75233,Entire home/apt,171,29,2,2020-04-12,0.15,1,332
29507708,Beautifully Renovated 1 bedroom in Quiet Community,29171653,Rob,,Hale,39.73306,-104.93204,Entire home/apt,55,30,8,2020-12-16,0.29,2,257
29537798,Cozy Condo in West Wash Park,84348048,Brittany,,Speer,39.7128,-104.98127,Entire home/apt,85,3,29,2021-02-20,1.00,1,18
29540672,Great 6 Person Room Next to ALL Denver Night Life,48873476,Hostel Fish,,Five Points,39.75388,-104.99298,Private room,256,1,1,2019-05-19,0.04,31,179
29541249,10-Person Room in Heart of Denver Night Life!,48873476,Hostel Fish,,Five Points,39.75386,-104.99109,Private room,464,1,1,2019-01-01,0.04,31,173
29569151,Beautiful Contemporary Condo in DTC-Corp/Long Term,36387388,Debbie,,Hampden South,39.63848,-104.90445,Entire home/apt,105,31,6,2021-03-20,0.21,1,77
29606917,"Cheesman Park Private apartment, SUPER walkable!",1639416,Tracey,,Cheesman Park,39.73108,-104.9723,Entire home/apt,90,1,184,2021-03-23,6.29,1,7
29622401,Discover Denver,57894253,Cheresa,,Sloan Lake,39.75681,-105.03678,Entire home/apt,100,29,37,2020-05-04,1.30,1,1
29651194,"4 Bedrm Monthly Furnished Near DIA, Denver Airport",223178574,Ebby,,Gateway - Green Valley Ranch,39.79084,-104.76745,Entire home/apt,139,30,52,2020-08-31,1.90,2,274
29651605,MAIN Street CITY Living with DECK!,49223382,Mountain View,,City Park West,39.74106,-104.97302,Entire home/apt,174,1,166,2021-03-11,5.68,4,285
29661124,A Tiny Slice of Heaven,55726275,Sarsha,,Berkeley,39.77821,-105.03665,Entire home/apt,135,1,175,2021-03-12,5.99,12,37
29712912,City park getaway - spacious and bright,19784663,Scott,,Skyland,39.76048,-104.94859,Entire home/apt,131,30,64,2021-01-29,2.38,1,0
29714778,Modern Downtown Loft,223594810,Sergio,,Union Station,39.75322,-105.0043,Entire home/apt,148,1,123,2021-03-21,4.24,2,270
29755398,Luxury Cherry Creek Home -1 blk to Wash Park!,52639692,Rachel,,Washington Park,39.70988,-104.96945,Entire home/apt,485,2,54,2021-01-31,2.17,4,231
29764889,Bright Capitol Hill Townhome - Pristine w/Parking,138704269,Leah,,Capitol Hill,39.72821,-104.98344,Entire home/apt,137,2,86,2021-03-23,3.01,1,50
29773448,Historic Baker Neighborhood Home,2792851,Helen,,Baker,39.72167,-104.99182,Entire home/apt,125,8,22,2021-02-28,0.86,1,8
29830102,Sunny Highlands Home Brimming with Style,1750207,Kimberly & Marke,,West Highland,39.76195,-105.03986,Entire home/apt,189,3,126,2021-03-27,4.83,2,186
29856627,Guest Suite with Private Entrance & Parking,615,Joe,,Virginia Village,39.69572,-104.92417,Entire home/apt,150,1,26,2021-03-22,0.92,2,343
29896787,BoHo Cabin in the Heart of the City,28074082,Sarah,,Whittier,39.75942,-104.96531,Entire home/apt,145,3,24,2021-01-02,0.84,1,27
29905999,"RiNo Luxury Flat, Mt View, Parking, Furnished",60249906,Nate,,Five Points,39.75802,-104.98325,Entire home/apt,238,30,38,2020-04-01,1.49,1,272
29908440,Lower level apartment (Cozy Basement),224889070,Hanna,,Gateway - Green Valley Ranch,39.78422,-104.7483,Private room,62,30,24,2020-07-30,0.83,1,65
29924822,Beautiful Victorian in Congress Park!,8873819,Victoria,,Congress Park,39.73488,-104.95601,Entire home/apt,232,29,3,2018-12-05,0.10,1,0
29943880,Washington Park Retreat/ Walkable,25518591,Amanda,,Speer,39.71633,-104.97734,Entire home/apt,59,30,63,2019-09-02,2.20,2,151
29945277,"PVT EFF, W/D,SFH,30min-A/P,15min DTWN,20min MTN",220323534,Micki,,Chaffee Park,39.78753,-105.02421,Entire home/apt,55,1,96,2020-08-01,3.44,1,88
29967439,Cozy & Quiet West Wash Park Condo,225315403,Krista,,Speer,39.71537,-104.98183,Entire home/apt,85,1,53,2021-02-27,1.87,1,0
30007294,"Denver home w/ view of Capital, MileHi & Downtown",225561524,Dan,,Villa Park,39.72952,-105.03409,Entire home/apt,125,30,8,2021-01-01,0.29,1,87
30011181,New Central Modern RINO Paradise,7746441,Jorge,,Five Points,39.75699,-104.98504,Entire home/apt,135,29,103,2021-03-07,3.91,1,361
30012308,Lo-hi luxury stay (NOT 420 friendly & NO animals),225594721,Carina,,Highland,39.7671,-105.00805,Entire home/apt,76,1,205,2021-03-31,7.45,1,274
30038647,"Wicker Park, close to DIA and downtown",49017723,Kasia,,Stapleton,39.79421,-104.88121,Entire home/apt,360,29,3,2021-01-10,0.45,4,137
30083039,"♣ ""Hygge"" 1BR Sloan Lake ♣ Comfy, Clean, Close",48113711,Doug,,West Colfax,39.73949,-105.0449,Entire home/apt,133,3,19,2020-09-07,0.70,2,1
30110319,UNIQUE! Carriage House in Historic Congress Park,122023255,Gracia,,Congress Park,39.73737,-104.95369,Entire home/apt,119,1,99,2021-03-14,3.45,1,300
30173941,New! Garden Level+Convenient+Private+Parking+Patio,201411180,Jeffrey & Sandra,,Montclair,39.73759,-104.91772,Entire home/apt,125,2,90,2021-03-25,3.80,1,296
30204318,Downtown Denver Furnished 1 Bedroom Condo,24157036,Angela,,Union Station,39.74901,-104.99811,Entire home/apt,150,90,0,,,39,89
30255388,Luxury CITY Denver Tiny Hause,60685865,Instantbookhomes,,City Park West,39.74129,-104.97194,Entire home/apt,99,1,255,2021-03-15,9.07,2,163
30283715,Denver Highlands Urban Cabin,227446664,Johnny,,Berkeley,39.77881,-105.04015,Entire home/apt,79,2,83,2021-03-28,3.22,1,209
30287649,SantaFe Art District. Near Denver Health 30DAY MIN,11583644,Brian,,Lincoln Park,39.72866,-104.99655,Entire home/apt,78,30,19,2021-03-13,0.67,3,274
30312111,City Park top floor end unit Apartment #301,227645916,Kathy,,City Park West,39.74683,-104.96273,Entire home/apt,64,30,8,2020-11-06,0.30,8,59
30349203,3 Bedroom LoHi Denver Home,2188005,Kate,,Highland,39.76522,-105.01121,Entire home/apt,236,1,100,2021-03-13,3.70,1,22
30354413,Beautiful Smart Home in Denver's Best Neighborhood,8473299,Matthew,,Highland,39.76069,-105.01236,Entire home/apt,123,14,82,2020-03-27,2.90,1,13
30367993,Beautiful City Views in the Center of Everything!,228002100,Joe And Katherine,,Union Station,39.75034,-104.99521,Entire home/apt,659,2,75,2021-03-14,2.66,1,6
30395033,4 King Beds👑WiFi!🖥Pet friendly!🐶Close to Downtown!,165671603,Darren,,Skyland,39.75617,-104.94092,Entire home/apt,181,1,171,2021-03-11,6.09,1,61
30426760,Governor's Park Clean One Bedroom Suite,228437180,Gt,,Speer,39.72718,-104.98077,Entire home/apt,99,29,56,2019-11-02,1.99,1,24
30441312,🌳Wash Park Carriage House🌳,228560773,Chris,,Washington Park West,39.70966,-104.98313,Entire home/apt,145,30,22,2021-03-14,0.80,4,11
30442726,"Updated Denver Apt: Red Rocks 8 Mi, 8 Mi Downtown",184463794,,,Harvey Park,39.6706,-105.05029,Entire home/apt,120,29,2,2021-03-23,0.75,1,365
30463025,Cole / RiNo Art District Studio (Private Entrance),25062616,Jonny,,Cole,39.7676,-104.96889,Entire home/apt,55,1,153,2021-02-16,5.49,2,0
30466371,Spacious 2 bedroom near Sloan's Lake with Backyard,13759432,Nathan,,West Highland,39.76056,-105.05286,Entire home/apt,139,90,5,2021-02-21,0.18,1,201
30482812,Dream Home - West Wash Park / South Broadway,23358512,Anne & Ray,,Speer,39.71708,-104.98361,Entire home/apt,181,2,61,2020-03-19,2.19,1,42
30526158,West Highlands Cozy Carriage Cottage,229066219,Jess,,West Highland,39.76447,-105.04148,Entire home/apt,149,3,31,2021-03-01,1.13,1,60
30531086,Spacious Guest Suite w/ Spa Bath near Wash Park!,203856808,Emma,,Cory - Merrill,39.69259,-104.95634,Entire home/apt,108,3,162,2021-03-22,5.77,1,237
30535688,Bright Bungalow,67622679,Ben,,Chaffee Park,39.78866,-105.01603,Entire home/apt,99,4,19,2020-12-29,0.72,1,0
30559980,FIRE PIT...Rooftop...Steam Shower...Modern Oasis,229281911,Jd,,Whittier,39.75278,-104.96974,Entire home/apt,391,3,58,2021-03-14,2.07,1,110
30563692,Sleek Modern Suite in a Desired Neighborhood!,229438888,Anne And Tim,,Sunnyside,39.77407,-105.02386,Entire home/apt,89,3,142,2021-03-26,5.07,1,214
30564223,Modern & Cozy Suite in Berkeley!,229439456,Beth,,Berkeley,39.77248,-105.04037,Entire home/apt,121,3,182,2021-03-11,6.47,1,57
30585187,"The Blue Door Studio, Denver",603505,Michelle,,Chaffee Park,39.78905,-105.018,Entire home/apt,60,2,17,2021-03-21,2.62,2,0
30715023,Brick Home in the Heart of the City,32005301,AyJay,,Five Points,39.75133,-104.97906,Entire home/apt,255,2,13,2021-03-14,0.47,2,15
30741185,Cozy and sunny mid-century condo,230066817,Sean,,Civic Center,39.73831,-104.99396,Entire home/apt,144,90,38,2021-02-06,1.39,2,54
30742596,Cozy Private Basement Suite by the Park,277720650,,,Skyland,39.75606,-104.95555,Entire home/apt,80,3,123,2021-03-01,4.42,1,341
30759386,Cozy & Comfortable 2Bdrm City Park Denver!,85724182,Amelia,,Skyland,39.76106,-104.94438,Entire home/apt,73,1,105,2021-03-29,4.40,1,78
30766133,"Casa Azul - Quaint Bungalow, Trendy Neighborhood",37046236,Ari + Garrett,,Sloan Lake,39.75016,-105.02659,Private room,69,1,145,2021-03-14,5.22,1,76
30775073,"Berkeley Bungalow in Northwest Denver, CO",32306027,Randy,,Berkeley,39.77826,-105.04538,Entire home/apt,500,4,4,2021-02-22,0.21,1,154
30776545,Private Room in Shared Townhome,172710634,Molly,,Stapleton,39.7965,-104.88603,Private room,49,1,51,2021-02-21,1.91,1,86
30790963,Large beautiful bedroom in a private basement,32462499,Mariana,,Hampden,39.66799,-104.8732,Private room,36,30,6,2020-12-08,0.22,3,90
30814925,1BR Townhome in Highlands Triplex-Fab Kitchen-Walk to LoHI-Nice Backyard,34955862,Scott,,Jefferson Park,39.75532,-105.02408,Entire home/apt,124,3,28,2021-03-28,1.05,10,330
30882851,New Stunning Modern Gem in Unbeatable Location!,230808215,,,Hale,39.72996,-104.93733,Entire home/apt,326,29,69,2020-11-17,2.51,1,190
30890385,3rd Floor Apartment with View-10 mins to Downtown!,230853527,Aileen,,West Highland,39.75962,-105.05122,Entire home/apt,97,2,35,2021-03-25,1.39,1,236
30913209,New two bed room basement,231021221,Simon,,Gateway - Green Valley Ranch,39.77278,-104.76431,Entire home/apt,69,29,14,2021-01-09,0.51,1,66
30929157,Cozy apartment with private outdoor patio,14517675,Chelsea,,Valverde,39.71468,-105.01954,Entire home/apt,63,2,133,2021-03-21,4.84,1,297
30957796,Luxury LoDo Downtown Denver Loft,180726583,Jake,,Union Station,39.74978,-104.9997,Entire home/apt,225,2,15,2021-03-22,2.05,2,327
30967089,"New, Cozy, Urban Guest House Near RiNo Arts Dist.",248058179,Andy,,Cole,39.7675,-104.96607,Entire home/apt,99,2,73,2021-03-29,2.68,1,76
31026158,Brand New Modern Townhome with A Central Location,1940284,Meghan,,Skyland,39.75994,-104.94639,Private room,59,2,61,2020-11-09,2.24,1,0
31030750,Sleek and Stylish in Congress Park,15895580,Carla,,Congress Park,39.73797,-104.95238,Entire home/apt,79,30,12,2021-02-03,0.47,1,210
31051314,Remodeled Carriage House Studio- West Highlands - Walk to Restaurants/bars!,34955862,Scott,,West Highland,39.76114,-105.0298,Entire home/apt,114,3,30,2021-01-02,1.12,10,312
31052762,⭐️ Monthly for work professionals  ☆ 88 WalkScore,231954988,Brian,,Highland,39.75954,-105.00817,Entire home/apt,89,30,51,2021-03-03,1.86,1,242
31057360,Private Room in the Heart of the City,32005301,AyJay,,Five Points,39.75222,-104.97761,Private room,105,2,60,2021-02-22,2.28,2,52
31070300,Wash Park High End Urban Experience,61794912,John,,Washington Park West,39.70653,-104.97438,Entire home/apt,170,30,0,,,1,315
31086360,Beautiful large 3 bedroom 8 minutes to downtown,80797680,Gary,,Sloan Lake,39.74848,-105.03089,Entire home/apt,197,3,37,2021-03-21,1.40,1,149
31116813,Mile High South Denver Bungalow,92462795,Anna,,Rosedale,39.67799,-104.98559,Entire home/apt,63,1,141,2021-03-28,5.15,1,105
31146198,Happy Condo,94265807,Martin And Sarah,,Hale,39.73061,-104.93026,Entire home/apt,48,30,5,2020-11-03,0.22,1,203
31166864,Beautiful New Modern Home-Minutes from everything!,27673821,Paul,,Villa Park,39.7324,-105.04448,Entire home/apt,399,2,66,2021-03-14,2.51,2,0
31168188,Andrew's Arts and Sports House,232970198,Andrew,,Northeast Park Hill,39.76908,-104.92722,Private room,37,1,268,2021-03-29,9.78,1,73
31168983,"Fast WiFi, ❤️ Location, Walkable, Dogs Negotiable",43808128,Amanda,,Cole,39.76771,-104.96727,Entire home/apt,180,4,83,2021-03-01,3.03,1,8
31209470,VERY Cool East Wash Park Guest House Location,3321769,Darin,,Washington Park,39.69675,-104.95995,Entire home/apt,135,2,107,2021-03-19,3.93,1,61
31222017,"Perfect for Business or Pleasure! Walk to Everything, 2 Bikes Avail, Walk Score 94 Summer Special!!!",222269797,Bryan,,Capitol Hill,39.73397,-104.98441,Entire home/apt,137,2,58,2021-03-15,2.29,4,310
31224970,Historic Art Filled Condo. Walk Anywhere You Need!,232814868,Noel,,Capitol Hill,39.7346,-104.98518,Entire home/apt,205,29,83,2020-10-25,3.34,1,0
31243020,Perfect West Highlands Locale!Home away from Home!,38299376,Anna,,West Highland,39.76451,-105.04278,Entire home/apt,107,2,79,2021-03-28,3.13,1,41
31261351,"Downtown mansion!  6 bedroom, 5 full bathrooms!",83939156,Graham,,Capitol Hill,39.73499,-104.97885,Entire home/apt,621,29,91,2020-11-19,3.45,2,0
31262420,"Cozy Congress Park Apartment, GREAT Walkability!",166286376,Bethany,,Congress Park,39.73759,-104.95864,Entire home/apt,81,2,105,2021-03-20,3.98,1,5
31284130,Fun & Stylish Denver Condo w/Courtyard View,36368225,,,Washington Virginia Vale,39.69726,-104.90869,Entire home/apt,95,2,116,2021-02-20,4.42,1,139
31327581,CHERRY CREEK | CENTRAL | MODERN DESIGN | FAST WIFI,9834932,John,,Washington Virginia Vale,39.70204,-104.91507,Entire home/apt,735,2,55,2020-07-31,2.05,6,0
31333659,Historic Potter Highlands Casita,15389921,Mary,,Highland,39.76569,-105.02216,Entire home/apt,124,2,32,2021-02-28,1.52,1,87
31336307,Close to Swedish and DU. Furnished & clean,61698951,LaSheita,,University,39.66107,-104.9677,Private room,58,2,5,2020-10-03,0.26,2,177
31336941,Casa Nueva - Work or Travel with Ease,22620764,Paulo & Melanie,,Five Points,39.75083,-104.97725,Private room,88,1,49,2021-03-21,1.88,1,33
31356691,Brand New Modern Farmhouse Studio in Platt Park!,40543218,Thomas,,Platt Park,39.68356,-104.97836,Entire home/apt,114,2,116,2021-02-14,4.39,1,100
31463598,New Beautiful Modern Home-Minutes from Everything!,27673821,Paul,,Villa Park,39.73134,-105.04289,Entire home/apt,342,10,0,,,2,200
31473307,"""The SunnySide Gem""",77012683,Fernando,,Sunnyside,39.77705,-105.00935,Entire home/apt,130,29,205,2021-02-28,7.61,1,304
31488847,LOHI - Walk to everything! Monthly Rentals,12194428,Courtney,,Highland,39.76425,-105.01333,Entire home/apt,99,3,85,2021-03-28,3.68,1,59
31491603,Beautiful home near city center,235935954,Naya,,Clayton,39.77249,-104.9507,Entire home/apt,139,4,74,2021-03-20,2.82,1,106
31491958,Sloan's Lake Mid-Mod Escape,5422708,Ross + Kat,,West Colfax,39.7409,-105.05068,Entire home/apt,184,29,95,2021-02-28,3.64,1,359
31513850,Private 2 BR Garden Level Apt near Botanic Gardens,171330600,Tracy & Publio,,Country Club,39.72394,-104.97221,Entire home/apt,111,1,57,2021-01-13,3.77,1,161
31514726,Spacious 1st flr private apt-central vibrant nbd!,236142905,Rohini,,Congress Park,39.73565,-104.95872,Entire home/apt,80,1,143,2021-03-28,6.15,1,34
31517336,Contemporary Comfort in Stapleton,119567327,Hosa Resources,,Stapleton,39.80376,-104.87902,Entire home/apt,349,1,61,2021-03-21,2.30,1,63
31520049,Stylish Mid Century Guesthouse near DU and DTC,23554654,Briana & Chase,,Virginia Village,39.6846,-104.91728,Entire home/apt,72,4,80,2021-03-03,3.45,1,47
31540416,"Amazing Hostel Close to RiNo, Union Station, LODO",48873476,Hostel Fish,,Five Points,39.75203,-104.9911,Hotel room,48,1,90,2021-03-28,3.45,31,363
31540692,Stay Close to Union Station in Downtown Denver!!,48873476,Hostel Fish,,Five Points,39.75334,-104.99072,Shared room,45,1,26,2020-12-10,1.01,31,365
31540828,Comfy & Cool Hostel Near Denver's Best Nightlife!!,48873476,Hostel Fish,,Five Points,39.75323,-104.99265,Shared room,47,1,19,2020-09-05,0.71,31,365
31541196,Stylish Shared Room in Heart of Downtown Denver!!,48873476,Hostel Fish,,Five Points,39.75305,-104.9907,Shared room,47,1,42,2021-03-13,1.58,31,362
31541340,Private 4 Bed Room *SAFE STAY* in Amazing Hostel!!,48873476,Hostel Fish,,Five Points,39.75356,-104.99118,Hotel room,116,1,49,2020-11-07,1.85,31,354
31562521,Minimalist + Alluring Condo | Walk to Mile High,236573902,Dhivya,,Jefferson Park,39.75159,-105.02407,Entire home/apt,99,29,33,2019-11-22,1.23,1,60
31587928,"Private Bed/Bath, multi-car parking, shared yard.",236781157,Christopher,,College View - South Platte,39.67387,-105.01922,Entire home/apt,57,2,173,2021-03-18,6.67,1,0
31614356,Steck's Roost at Wash Park,203068647,Rick And Betty,,Washington Park,39.70265,-104.9654,Entire home/apt,86,2,48,2021-03-20,2.09,1,166
31621075,"BIG, Beautiful, Bungalow! Near DT! All the EXTRAS!",186538025,Debbie,,Berkeley,39.77936,-105.02652,Entire home/apt,208,1,182,2021-03-29,6.85,1,156
31623802,Boho Cottage Apartment in Historic Highlands,5607906,Carl & Angie,,Highland,39.76782,-105.01832,Entire home/apt,95,3,76,2021-02-28,3.29,1,233
31625086,Denver Getaway Studio in Contemporary Rustic Style,28939848,Christina,,Regis,39.78593,-105.03195,Entire home/apt,80,2,83,2021-03-20,3.50,1,0
31652865,Socially Distanced Private Apt. at Wholesome House,10786678,Kyle,,Speer,39.72033,-104.98263,Entire home/apt,63,1,109,2021-03-25,6.31,1,124
31666998,2 bdrm bright & airy Private 2nd floor Denver apt.,53092580,Todd,,Stapleton,39.76137,-104.86746,Entire home/apt,75,3,112,2021-03-19,4.32,1,89
31692907,Quaint Space - Near Downtown & Broncos Stadium,130957760,Lindsay,,Jefferson Park,39.75175,-105.01876,Entire home/apt,120,1,51,2021-02-16,2.12,1,302
31711950,Clean quiet carriage house close to lightrail,26864804,Jennifer,,Cole,39.76562,-104.97122,Entire home/apt,117,2,76,2021-03-16,4.16,1,276
31713351,Large Bedroom in Victorian House Near The RiNo,8651420,Daniel,,Five Points,39.76421,-104.97493,Private room,45,1,94,2021-03-25,3.63,3,169
31714236,2-Bedroom Suite w/ Private Bathroom Near The RiNo,8651420,Daniel,,Five Points,39.76211,-104.97421,Private room,85,1,6,2020-03-09,0.24,3,160
31740060,"City Park Den 2 Bed, 1 Bath & Reading Nook",10978806,Lori And Jarred,,Whittier,39.75461,-104.9608,Entire home/apt,186,1,21,2020-02-02,0.79,2,0
31797581,The Gilpin House: A One of a Kind Modern Retreat,10792482,Brady,,Cole,39.76316,-104.96569,Entire home/apt,250,30,52,2020-08-13,2.03,1,232
31797687,Centrally Located Garden-Level Apartment With Patio,17011465,Andrew,,Sunnyside,39.77372,-105.01919,Entire home/apt,149,1,87,2021-03-28,3.47,1,170
31805253,"2 Bedroom Suite w/Private Bath, Living Rm near DIA",34314008,Jason,,Gateway - Green Valley Ranch,39.7757,-104.75183,Private room,170,1,14,2020-01-26,0.58,4,116
31812671,Rooftop Retreat-LoHi urban oasis w/ private deck,97130295,Brett,,Highland,39.76097,-105.00911,Entire home/apt,357,3,19,2021-03-08,0.80,2,134
31834061,Artsy Haven in perfect Denver location.,3954639,Elise,,Sunnyside,39.77807,-105.01824,Entire home/apt,149,2,11,2021-03-18,0.59,1,0
31867413,Downtown Denver Apartment,36004105,Monica,,CBD,39.74411,-104.99609,Entire home/apt,101,30,1,2021-02-12,0.64,2,153
31884684,Denver Airport/Downtown(Love is powerful),219506731,Victorien,,Gateway - Green Valley Ranch,39.77495,-104.76731,Private room,32,7,12,2021-01-03,0.51,16,1
31895879,Abuelita's House: Walk to Breweries and Ice Cream!,56185895,Sarah,,Platt Park,39.68366,-104.98038,Entire home/apt,89,29,58,2021-02-13,2.74,1,163
31899142,"Luxury Apartment,  in Hip Historic Highlands/LoHi",11445552,Dina,,Highland,39.76407,-105.02387,Entire home/apt,143,2,23,2021-03-28,0.91,1,308
31933795,Forever Views From Luxury 2BR Loft-41st floor,73557829,Dierk,,CBD,39.74487,-104.99557,Entire home/apt,100,30,1,2020-12-04,0.25,1,151
31954571,Modern Guesthouse in Denver Highlands Neighborhood,239584258,Simone,,Sloan Lake,39.75363,-105.03256,Entire home/apt,95,1,55,2021-03-19,2.21,1,0
31958616,Renovated Garden-Level Apartment on City Park,14889378,Pete,,Whittier,39.75294,-104.96084,Entire home/apt,99,7,38,2021-03-02,1.57,1,181
31982306,2000SF Club Style Executive Condo,27914367,Lee,,Union Station,39.7517,-104.99489,Entire home/apt,250,30,0,,,2,177
31982851,Super-comfortable Modern Home 2 Bdr -Platt Park DU,3344763,Steve,,Platt Park,39.68385,-104.98274,Entire home/apt,166,3,15,2020-11-28,0.73,3,275
32032700,NEW! Walker's Paradise Apartment in Congress Park,2177476,Benjamin,,Congress Park,39.73571,-104.95006,Entire home/apt,78,2,102,2021-03-28,3.90,1,113
32046184,Stunning Views/Close 2 Train Stn/Downtown/DTC,141080281,Revnee,,Hampden,39.66608,-104.87338,Entire home/apt,75,29,69,2021-03-04,2.68,1,151
32064526,Unprecedented living at 16th & Larimer,24157036,Angela,,Union Station,39.7504,-104.99674,Entire home/apt,205,90,0,,,39,89
32065545,The Sol urban homestead basement retreat,6513429,Frederick,,Clayton,39.76652,-104.9561,Entire home/apt,78,2,75,2021-01-02,2.94,1,22
32066568,2-Bdrm Suite minutes to Downtown/Lightrail/Stadium,22548984,,,West Colfax,39.73907,-105.03353,Entire home/apt,198,1,72,2021-01-18,2.78,1,147
32068249,Denver Extended Stay Town Home,45020810,Meg,,Cole,39.76745,-104.96763,Entire home/apt,85,29,9,2021-03-27,0.45,1,188
32086412,Black Rhyno - Original LoHi Farmhouse,351232,Alexandra,,Highland,39.76262,-105.01204,Entire home/apt,220,3,33,2021-03-22,1.37,1,27
32087561,The Denver Hygge Treehouse,31282023,Natalie,,City Park West,39.74454,-104.9625,Entire home/apt,135,29,22,2020-03-17,0.87,1,29
32133667,Denver airport/Super nice room,219506731,Victorien,,Gateway - Green Valley Ranch,39.7763,-104.76752,Private room,33,29,9,2021-01-31,0.46,16,339
32138363,RiNo/Curtis Park Apartment,201118322,,,Five Points,39.75997,-104.97779,Entire home/apt,120,2,77,2021-03-12,3.16,1,84
