id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
11358422,Entire Apartment Denver DTC - Long term only.,15779286,Sharat,,Hampden South,39.63987,-104.90109,Entire home/apt,48,30,32,2020-08-30,0.61,1,56
11370833,Cozy remodeled Highlands Apartment,20565369,Heidi Elizabeth,,Highland,39.76515,-105.01936,Entire home/apt,85,29,37,2020-03-16,0.63,1,210
11420270,Artist 1bdrm home. Heart of Rhino! Near Downtown.,37746616,Jessica,,Five Points,39.76058,-104.97427,Entire home/apt,110,30,105,2020-03-17,1.80,1,288
11469990,Cozy and bright modern 2 bedroom in West Wash Park,11000947,Kate,,Speer,39.71347,-104.9809,Entire home/apt,196,2,38,2021-03-14,0.61,1,42
11507302,Sweet Queen Bedroom in Trendy W. Highland,2420706,Gina,,West Highland,39.76124,-105.03168,Private room,75,2,60,2021-03-18,1.00,4,125
11521979,Private Lock-off in RiNo (250+ Positive Reviews!),60744966,Jenna,,Five Points,39.75688,-104.98418,Entire home/apt,106,1,297,2021-03-14,5.02,1,21
11554688,"Modern, bright, new space close to Cherry Creek",27330105,Lisa,,Washington Virginia Vale,39.70603,-104.92564,Private room,75,29,16,2018-10-09,0.35,1,89
11690656,420-Friendly Welcoming Plush Suite in 1939 Home,76258951,Nancy,,Hale,39.73887,-104.93359,Private room,97,2,287,2021-03-22,4.83,1,341
11722154,Full Apartment! Close to Downtown!,17467221,Aj,,Skyland,39.75731,-104.95256,Entire home/apt,90,3,147,2020-11-15,2.41,1,329
11789571,Meade Street - Great Value and Location!,48525049,Kenny,,West Highland,39.76346,-105.03519,Entire home/apt,124,1,409,2021-03-01,7.39,1,51
11904176,Private outdoor space w/city view! Brooks Tower 6F,6658113,Ann,,CBD,39.74634,-104.99678,Entire home/apt,58,30,9,2021-02-16,0.16,31,74
11945010,Denver Victorian Mansion Apartment,63778241,Josh,,Capitol Hill,39.73459,-104.97415,Entire home/apt,124,2,241,2021-03-27,4.01,1,261
11984589,Downtown Studio! Brooks Tower 6M,6658113,Ann,,CBD,39.74634,-104.99678,Entire home/apt,58,30,5,2020-12-24,0.09,31,62
11984786,Downtown Apt - Walker's Paradise! Brooks Tower 4I,6658113,Ann,,CBD,39.74634,-104.99678,Entire home/apt,58,30,3,2020-08-22,0.05,31,114
12002460,"Bed, Bath and Hot Tub with Private Entrance",10387067,Tre,,Hale,39.73222,-104.9237,Private room,75,2,183,2021-03-13,3.07,1,320
12008338,Eco-Friendly Sunnyside 2 Bedroom Bungalow,12008253,Rob,,Sunnyside,39.77538,-105.00236,Entire home/apt,500,7,93,2021-01-20,1.59,1,25
12022803,Cozy One Bedroom in Ideal Location,5640425,Bruno,,Hale,39.73338,-104.93485,Entire home/apt,600,29,26,2016-10-01,0.43,1,57
12105336,"Modern and Bright LoHi Townhome, Amazing Location!",7171834,,,Highland,39.76196,-105.01507,Entire home/apt,300,2,20,2021-03-22,0.99,1,50
12128272,Cute Carriage House (with bikes provided),48253778,Stephanie,,Whittier,39.75887,-104.96213,Entire home/apt,87,3,77,2021-03-28,1.27,1,84
12169927,Modern apartment in LoHi,78356,Gabriel + Vanessa,,Highland,39.76645,-105.01507,Entire home/apt,135,3,215,2021-03-26,3.56,1,332
12207545,Beautiful home near Cherry Creek,1513183,Sharon,,Lowry Field,39.71902,-104.90507,Entire home/apt,170,4,8,2020-07-13,0.14,1,11
12210358,Stroll around Sloans Lake from a Beautifully Curated Home,7796684,Susan,,West Colfax,39.7427,-105.04779,Entire home/apt,171,2,105,2021-02-17,1.75,3,101
12214224,Condo in Five Points Just Outside Downtown,43130573,Sarah,,Five Points,39.7506,-104.98128,Entire home/apt,88,30,77,2020-09-28,1.65,2,103
12270856,Hip Neighborhood! Comfy house! No car needed!,2102215,,,Five Points,39.74917,-104.97664,Entire home/apt,139,30,58,2020-01-31,1.01,1,58
12357603,Close to Everything!,64322083,Brad,,Capitol Hill,39.73299,-104.97368,Private room,75,30,24,2016-10-17,0.41,1,148
12400738,Cute outdoor space! Downtown 2x2 Brooks Tower 6C,6658113,Ann,,CBD,39.74634,-104.99678,Entire home/apt,98,30,4,2020-07-26,0.07,31,71
12425017,Cozy Base in Vibrant Family Home (1 or 2 bedrooms),10161902,Rebecca,,Clayton,39.76779,-104.95569,Private room,45,1,47,2021-03-03,5.40,1,181
12451580,Sunnyside Bungalow Bedroom,14007548,Amberly,,Sunnyside,39.77548,-105.00286,Private room,500,2,53,2018-12-01,0.90,1,118
12454119,Studio in Heart of City Park--7 min to Downtown!,17794497,David,,City Park,39.74241,-104.94511,Entire home/apt,91,2,112,2021-03-25,2.18,2,190
12455228,Resort style living downtown Denver,15203290,Linh,,Capitol Hill,39.73307,-104.97928,Entire home/apt,85,90,4,2020-11-30,0.07,1,263
12476899,Historical Victorian Landmark Whittier/Five Points,67536087,Beth,,Whittier,39.75773,-104.97108,Entire home/apt,475,3,12,2019-09-02,0.21,1,364
12487223,Cool Mid-Century Minimalist Gem at Sloans Lake,7796684,Susan,,West Colfax,39.74251,-105.04699,Entire home/apt,164,30,103,2021-02-21,1.73,3,21
12521444,Cozy home near Denver!,37425718,Manda,,Chaffee Park,39.78948,-105.00758,Private room,81,29,14,2020-10-12,0.23,3,0
12546318,Cozy room near Downtown Denver!!,37425718,Manda,,Chaffee Park,39.79068,-105.00951,Private room,53,29,99,2020-09-24,1.65,3,364
12606455,Cherry Creek North Comfort,47979834,Deana,,Congress Park,39.72853,-104.95286,Entire home/apt,135,1,212,2021-03-27,3.60,1,278
12622842,"Cozy, Private Room in a Warm & Inviting home!!!",37425718,Manda,,Chaffee Park,39.79072,-105.00871,Private room,41,29,139,2020-10-31,2.32,3,179
12626903,2-Rm Basement Apt.  in Private Home for 1 Female,68558775,Josefina,,East Colfax,39.73626,-104.89839,Private room,30,30,12,2020-06-24,0.21,2,354
12654017,"Clean, central 2nd floor apt w/ NEW QUEEN BED",3256573,Daphne,,Speer,39.71818,-104.98493,Entire home/apt,76,1,159,2021-03-27,2.67,1,30
12681403,"17th & Larimer Private, Quiet Condo",11789577,John,,Union Station,39.74981,-104.99687,Entire home/apt,110,30,11,2020-11-21,0.20,1,111
12711498,Luxurious Dream Villa in the Heart of Denver,17577610,Marcia,,Civic Center,39.7384,-104.98985,Entire home/apt,795,5,9,2020-08-18,0.41,2,356
12761180,Private Apartment  In Historic Mansion,45325332,Chris,,Cheesman Park,39.73423,-104.96953,Entire home/apt,96,2,89,2021-03-27,2.18,1,209
12765811,Gypsy in Cap hill/ w parking.,19527828,Joel,,Cheesman Park,39.7374,-104.97069,Entire home/apt,65,30,23,2021-03-14,0.43,2,110
12799600,"Cute 420 cottage, close downtown & lightrail",4285384,Becca,,Clayton,39.7707,-104.94356,Entire home/apt,164,29,66,2019-11-04,1.15,2,123
12834834,❤️Denver | Private Hot Tub | Patio | Garage |,41330028,Cynthia,,Capitol Hill,39.73741,-104.97517,Entire home/apt,220,1,327,2021-03-18,5.60,2,308
12864305,Master Suite in Wash Park Gaylord Street Retreat,69073112,Susan And Matt,,Washington Park,39.70358,-104.96242,Entire home/apt,120,2,292,2021-03-21,4.92,1,0
12932332,Jersey in Denver,61577440,Rich,,Hilltop,39.72553,-104.91905,Private room,58,1,230,2020-10-25,3.90,1,338
12953524,Pvt RoofTop HotTub! Incredible City Views-Townhome,62569079,Justin,,Jefferson Park,39.75053,-105.02392,Entire home/apt,386,4,141,2021-03-28,2.78,1,362
12972487,Retro Pad by DU in Virginia Village,71381744,Tonya,,Virginia Village,39.68303,-104.92659,Entire home/apt,75,2,214,2021-03-28,3.63,1,305
12990416,Private Backyard Tiny House,71572483,Susan,,Rosedale,39.67406,-104.9743,Private room,41,2,5,2019-10-06,0.09,3,77
12990793,1885 Victorian Suite,71576074,Patricia,,Five Points,39.75719,-104.97901,Private room,88,1,476,2021-03-21,8.04,1,191
12991472,♛ King RiNo ♛ Private Yard,55608382,Douglas,,Five Points,39.76317,-104.97901,Entire home/apt,138,2,378,2021-03-28,6.44,1,20
13016382,STUNNING CONDO-18TH FLOOR MT VIEWS!,35371002,Lynne,,CBD,39.74573,-104.99599,Entire home/apt,195,30,7,2020-07-19,0.12,1,0
13107091,Quiet suite in upscale townhome with a lovely view,53194431,Billy,,Lowry Field,39.72203,-104.90203,Private room,70,30,81,2021-02-09,1.39,1,365
13140326,Quiet Denver Vintage House,34274795,Alison And Steve,,Virginia Village,39.68874,-104.93748,Entire home/apt,130,30,14,2020-12-01,0.25,4,148
13172589,Historic Victorian 1Bd/1Bh near heart of DT Denver,73386569,Kim,,Five Points,39.75376,-104.97509,Private room,51,29,278,2021-02-15,4.76,1,60
13175605,420 Friendly 91,48954452,Jack,,Sloan Lake,39.75561,-105.05241,Entire home/apt,121,3,131,2021-03-21,2.23,6,60
13189674,Cozy condo a beat from the heart of Denver.,873542,Leanne,,Five Points,39.75054,-104.97648,Entire home/apt,100,29,208,2021-03-15,4.30,1,28
13194349,West Highlands Home - perfect for couples,50847379,Jp,,West Highland,39.76337,-105.04369,Entire home/apt,91,1,331,2021-03-26,5.62,1,132
13204273,Cozy N. Park Hill private Garden level apartment.,47682244,Tim,,South Park Hill,39.75032,-104.90441,Entire home/apt,59,2,269,2021-03-29,4.57,1,288
13207841,1909 Charming Wash Park Bungalow,43286957,Emily,,Washington Park West,39.70658,-104.9799,Entire home/apt,170,2,40,2020-10-18,0.69,1,114
13260989,Denver Carriage House,74646741,Beth,,Stapleton,39.75762,-104.89356,Entire home/apt,76,2,187,2021-03-27,3.21,1,240
13280979,Art-Inspired Spacious Abode | Highlands Square,25772700,Molly Anne,,West Highland,39.76446,-105.03415,Entire home/apt,389,3,6,2021-03-25,0.10,1,148
13282283,Denver Lohi cottage,29894937,Kevin,,Highland,39.76787,-105.01917,Entire home/apt,80,30,91,2021-02-10,1.55,1,0
13332504,Charming English Tudor with relaxing back yard,36963407,Ieva,,North Park Hill,39.75207,-104.91511,Entire home/apt,160,29,30,2020-09-27,0.52,1,0
13354919,HISTORIC LOFT STEPS FROM UNION STATION!,74813049,Cindy,,Union Station,39.75425,-104.99837,Entire home/apt,155,30,13,2019-12-15,0.22,2,154
13414484,Private - Art Inspired Urban Guest suite + Bikes,23216142,Cal,,City Park West,39.7436,-104.96531,Entire home/apt,92,1,397,2021-04-01,6.81,1,68
13436850,Charming Home in Central Denver,66825507,Guirec,,Congress Park,39.73611,-104.95896,Entire home/apt,303,30,20,2021-03-15,0.35,1,119
13447168,Central Location! Cute & Cozy Basement Apartment,48448059,Judy & Marty,,Skyland,39.76155,-104.95486,Entire home/apt,69,1,464,2021-03-29,7.95,1,297
13449331,Greet the Friendly Backyard Chickens 5 Minutes from Downtown,14949477,Gary,,Sunnyside,39.77165,-105.02229,Entire home/apt,122,2,386,2021-03-11,6.60,1,249
13454155,Prime Location/ Hot Tub/ Private Rooftop /Fire Pit,67514634,Jordan,,Highland,39.76032,-105.01571,Entire home/apt,432,2,112,2021-01-10,1.96,3,0
13474217,3 bedrooms Suite in Cap Hill,49223382,Mountain View,,City Park West,39.74061,-104.97126,Entire home/apt,263,1,410,2021-03-18,7.02,4,246
13478248,Relax at a Snug Garden Apartment in Leafy Cheesman Park,53159663,Fred,,Cheesman Park,39.7378,-104.96873,Entire home/apt,103,1,431,2021-03-19,7.40,1,94
13494205,"Luxurious 3 Story Artist Townhouse in Hip, LoHi",2577320,David,,Highland,39.75959,-105.01613,Entire home/apt,363,2,158,2020-03-01,2.85,1,0
13505760,Charming Bungalow in Park Hill With Hot Tub,50669204,Adrienne,,North Park Hill,39.75627,-104.92853,Entire home/apt,159,4,8,2020-10-15,0.14,1,11
13513735,Beautiful Condo in City Park West,12482307,Jeremy,,City Park West,39.74562,-104.96696,Entire home/apt,60,30,5,2017-10-31,0.09,2,237
13545464,Brooks Tower Downtown Denver Furnished Apartment,7131433,Phillip,,CBD,39.74541,-104.99633,Entire home/apt,55,30,13,2019-12-07,0.23,1,299
13550337,Larimer St. Luxury LoDo Coors Field Sleeps 4!,46984692,Praveer And Priya,,Union Station,39.74993,-104.9962,Entire home/apt,129,30,192,2019-10-25,3.29,1,271
13656193,A Clean Room for the Modern Traveler,4220435,Jordan,,Villa Park,39.73253,-105.05119,Private room,46,1,382,2021-02-21,6.61,2,0
13656290,Large 3Bed Basement Apartment Near Downtown,79333399,Natty,,Whittier,39.75633,-104.96941,Entire home/apt,195,29,116,2021-01-31,2.01,2,335
13656664,Downstairs Apt in N'hood Home - Downtown Denver,334357,Shane,,Whittier,39.76119,-104.96797,Entire home/apt,95,1,199,2021-03-28,3.63,2,50
13657498,"Elegant Upstairs Master Bedroom, Huge Private Bath",79296912,Jeff,,University Park,39.67151,-104.94645,Private room,91,1,229,2020-07-12,3.95,1,296
13686460,Sky Club Access 1 Bedroom on 39th Floor,24157036,Angela,,CBD,39.74508,-104.99457,Entire home/apt,205,30,2,2016-12-15,0.04,39,0
13686918,Spire 1 Bedroom Plus Office on 28th Floor,24157036,Angela,,CBD,39.74449,-104.99459,Entire home/apt,166,30,0,,,39,0
13725664,Downtown Denver Studio with Mountain Views,24157036,Angela,,CBD,39.74717,-104.9961,Entire home/apt,112,30,5,2019-11-01,0.09,39,90
13744375,Hip Cozy Crib Cherry Creek Condo Apartment,50675571,Mark,,Washington Virginia Vale,39.69733,-104.9257,Entire home/apt,60,30,57,2021-02-06,1.03,1,200
13745963,Welcome to your quiet apartment in our house!,59081051,Caleb,,Skyland,39.75788,-104.95397,Entire home/apt,82,2,191,2021-03-22,3.32,1,165
13747707,2 Bedroom Condo w/ Parking In Theater District,24157036,Angela,,CBD,39.7453,-104.99728,Entire home/apt,160,30,6,2020-09-24,0.13,39,89
13751109,LoHi loft apartment furnished: 2016-BFN-0008531,80564551,Tracy,,Highland,39.7606,-105.00893,Entire home/apt,220,2,352,2021-03-28,6.16,1,275
13751968,Vintage Charm in Uptown - Fillmore/Ogden/Downtown,80578027,Brook,,North Capitol Hill,39.74041,-104.97696,Entire home/apt,111,2,271,2021-02-06,4.95,1,114
13752452,Charming LoHi Location,78157646,Jamie,,Highland,39.76052,-105.01607,Entire home/apt,62,30,257,2020-03-18,4.58,2,58
13764044,CHERRY CREEK CHIC RETREAT🍒,8751405,Maria & Scott,,Cherry Creek,39.72184,-104.95174,Entire home/apt,211,2,154,2021-04-02,2.69,3,337
13768737,Spire Condo With Amazing Views,24157036,Angela,,CBD,39.74401,-104.99476,Entire home/apt,177,30,3,2020-08-03,0.07,39,285
13815789,Cozy Craftsman Bungalow near City Center,68941411,Matt,,Congress Park,39.73198,-104.94807,Entire home/apt,64,1,411,2021-03-14,7.13,1,240
13828732,Platt Park Modern Apartment,32674537,Amy & Jesse,,Platt Park,39.68624,-104.9844,Entire home/apt,115,1,98,2020-08-30,1.78,1,1
13878432,Spire - 28th Floor 1 Bedroom,24157036,Angela,,CBD,39.7438,-104.99512,Entire home/apt,177,30,3,2020-10-18,0.08,39,285
13878962,1 Bedroom Condo in the Spire w/ Amazing Mt Views,24157036,Angela,,CBD,39.74418,-104.99654,Entire home/apt,191,30,0,,,39,365
13880152,"Private Room & Bath in the CITY, close to DT",271521,Jenee,,Cole,39.76506,-104.96806,Private room,110,1,29,2021-03-28,0.51,1,365
13881439,Let The Sun Shine In!  (This Private sunroom),50005108,Jaclyn E,,Hilltop,39.7217,-104.90923,Private room,75,1,48,2021-03-07,0.83,1,365
13897403,Brooks Tower 13th Floor 1 Bedroom Condo,24157036,Angela,,CBD,39.74516,-104.997,Entire home/apt,130,30,5,2020-03-04,0.09,39,355
13901522,Private Wash Park Basement Apartment,25549082,Danielle,,Washington Park West,39.69985,-104.98609,Private room,50,1,394,2021-03-28,6.87,1,1
13910543,Oasis in the middle of the City,33999490,Janet,,University Park,39.6772,-104.9434,Private room,38,2,55,2019-08-20,0.97,2,2
13957450,1 Bedroom/1Bath + Den in Downtown Denver,24157036,Angela,,Union Station,39.74966,-104.99659,Entire home/apt,163,30,1,2020-07-31,0.12,39,323
13969736,Private Guest House in Berkeley,83284238,Jacob,,Berkeley,39.77367,-105.05145,Entire home/apt,112,3,90,2021-03-22,1.59,1,174
13972526,Home away from home! Close to Red Rocks & downtown,57412933,Karina,,Harvey Park South,39.66767,-105.04608,Entire home/apt,91,1,267,2021-03-10,4.72,1,94
13973540,★ Movie Theater ★ Fire Pit ★ Outdoor Space! ★,7556262,Chad,,Sloan Lake,39.75674,-105.0259,Entire home/apt,420,3,64,2020-12-25,1.15,1,6
13993831,Welcome to Casa Neruda - A Private Mid-Mod Room,25445358,,,Regis,39.78702,-105.02732,Private room,50,29,108,2020-03-24,1.96,1,333
14010321,Beautiful Denver Park Hill 2 BR Apartment,69009301,Herbert,,North Park Hill,39.75859,-104.91988,Entire home/apt,116,1,332,2021-03-29,5.81,1,240
14027297,Quaint Artist Row Home,6788650,Caroline,,Whittier,39.75925,-104.97024,Entire home/apt,122,1,235,2021-03-12,4.13,1,1
14042763,The Whittier Wonder - Close to Downtown and RiNo,9895129,Lynette,,Whittier,39.75886,-104.96798,Entire home/apt,120,30,112,2021-01-09,2.00,1,248
14055472,"Near City Park & Downtown, Modern, Comfortable,",83579310,Bev,,Whittier,39.7593,-104.96133,Entire home/apt,722,2,135,2021-03-14,2.36,1,15
14112357,Relaxing room perfect for 2 located in SE Denver!,33601029,Joseph,,Washington Virginia Vale,39.71044,-104.91338,Private room,72,1,74,2020-03-19,1.31,3,59
14125469,LoHi Luxury Townhouse,46817293,,,Highland,39.76447,-105.00476,Entire home/apt,350,2,106,2021-01-17,1.92,1,57
14176184,LoHi and everything! Best location.,39535783,Chalatit,,Highland,39.75816,-105.01097,Entire home/apt,155,30,6,2016-10-16,0.11,1,298
14187514,Entire Home Near Sloans Lake and Light Rail,86000051,Vance And Robert,,West Colfax,39.73564,-105.05064,Entire home/apt,128,29,114,2021-03-13,2.37,2,39
14248565,Beautiful on GVR Golfcourse near DIA,45241934,Robert,,Gateway - Green Valley Ranch,39.79026,-104.74334,Private room,70,30,3,2016-10-08,0.05,2,365
14317719,Feel at home in this 2 bedroom renovation,5762400,Carlos,,Northeast Park Hill,39.76295,-104.90622,Entire home/apt,74,29,59,2021-02-23,1.07,1,8
14336359,Luxury Town Home in Sloan's Lake/West Colfax,1805259,Natalie,,West Colfax,39.74365,-105.02974,Entire home/apt,275,4,17,2021-02-16,0.98,1,89
14360548,420 Friendly 89,48954452,Jack,,Sloan Lake,39.75677,-105.05242,Entire home/apt,100,3,154,2021-03-22,2.74,6,141
14369542,Private Floor (860 sq ft) Self Check In,88156830,Jenn,,Gateway - Green Valley Ranch,39.78556,-104.76256,Private room,63,1,720,2021-03-30,12.91,1,348
14371267,Berkeley Cottage - Totally Private Suite,77779966,Shelley,,Berkeley,39.779,-105.05015,Entire home/apt,65,2,202,2021-03-17,3.69,1,109
14422394,(Bedroom 1),88744516,Judith,,Speer,39.71715,-104.9859,Private room,92,1,22,2020-09-06,0.40,4,358
14423349,Victorian Charm in the Heart of Denver,40913944,Ruth,,Whittier,39.75317,-104.96345,Entire home/apt,61,4,233,2020-09-28,4.16,1,17
14440882,Denver Home in the Historic Park Hill Neighborhood,88905818,Rick/Terry,,South Park Hill,39.74547,-104.94033,Entire home/apt,135,2,110,2021-02-27,1.99,1,281
14451495,Charming Denver Home near RiNo / City Park,28638748,Banks,,Clayton,39.7672,-104.95593,Entire home/apt,286,3,60,2021-03-28,1.08,2,282
14488549,Historic Artist's Loft in the Heart of Downtown,20987474,Alexandre,,CBD,39.74501,-104.99318,Entire home/apt,125,3,159,2020-11-08,2.93,1,89
14531625,Rustic Rowhome in the heart of LoHi,9275046,Josh And Lauren,,Highland,39.76029,-105.01568,Entire home/apt,170,3,85,2020-12-27,1.57,1,0
14538608,Spacious Clean Capital Hill Garden Level Apartment,89590698,Sam,,Speer,39.72559,-104.97468,Entire home/apt,92,2,189,2021-02-19,4.49,1,124
14548753,6 Bedroom Near to Denver International Airport,25011232,Teshome,,Gateway - Green Valley Ranch,39.77278,-104.75447,Entire home/apt,200,30,20,2021-02-21,0.36,1,329
14593779,"Mountain Views, Entertainment Galore!",38865640,Chuck And Jordan,,Regis,39.78883,-105.05298,Entire home/apt,150,1,360,2021-03-22,6.52,1,37
14612748,Cozy Apartment in the Heart of the Highlands,43208887,SM Speakeasy,,West Highland,39.76342,-105.03554,Entire home/apt,76,29,101,2020-03-08,1.83,1,166
14645726,The Clarkson Mansion,14178014,John,,Capitol Hill,39.7367,-104.97913,Entire home/apt,221,29,7,2020-12-23,0.21,4,2
14724270,Wonderfully Restored 1893 Victorian Bedroom,47421139,Rob,,Five Points,39.75258,-104.98143,Private room,41,1,218,2021-03-26,4.63,1,322
14741480,King Bed Near City Park!,19554538,Carolyn,,Whittier,39.75306,-104.96314,Entire home/apt,110,2,67,2021-03-06,1.20,1,1
14759489,Private Bed and Bath in New Townhome,1093754,Darren,,Five Points,39.75325,-104.97661,Private room,49,1,321,2021-03-28,5.75,2,44
14772430,Downtown Historic Loft - Work from Home with 5G,3298426,Grace,,CBD,39.74445,-104.98917,Entire home/apt,95,30,6,2020-12-27,0.11,1,184
14772610,Cozy Garden-Level Private Unit  - DT Denver,92173213,Jamie (Randy),,Whittier,39.75397,-104.97301,Private room,85,2,75,2021-03-28,1.37,1,347
14786288,Private Rm for Single Female Guest,68558775,Josefina,,East Colfax,39.73802,-104.90012,Private room,30,30,8,2020-08-23,0.14,2,306
14787221,New 3 Level Townhome Near Bronco Stadium 3B/3B,26330223,Cristina,,Jefferson Park,39.7488,-105.01948,Entire home/apt,385,2,67,2020-09-20,1.21,1,365
14800540,Recently Renovated Bungalow in Middle of Action,42450360,Kathryn,,Sloan Lake,39.75824,-105.02584,Entire home/apt,100,30,165,2021-01-31,3.51,2,150
14824298,Sunnyside Bungalow - Perfect for Working Remotely!,65404428,Kristi McCoy,,Sunnyside,39.77064,-105.02294,Entire home/apt,150,29,107,2020-11-29,1.96,1,29
14842171,Favorite House in the 'hood!,31662827,,,Whittier,39.75787,-104.96154,Entire home/apt,80,2,225,2021-03-28,4.07,1,71
14946195,Super-comfortable Tiny House - Platt Park D.U.,3344763,Steve,,Platt Park,39.68262,-104.98287,Entire home/apt,97,3,110,2021-02-28,2.00,3,270
14962328,LOHI's Industrial Chic Pad,55726275,Sarsha,,Highland,39.76438,-105.02259,Entire home/apt,68,29,140,2021-01-29,2.62,12,168
14962333,The Lower Highlands EURO STYLE Apartment,55726275,Sarsha,,Highland,39.76355,-105.02269,Entire home/apt,70,29,130,2021-02-05,2.42,12,159
14962389,The Denver Superloft! Industrial 2BD/2BA Sleeps 4!,44838914,Owen,,Cole,39.77057,-104.96709,Entire home/apt,213,1,265,2021-03-14,5.04,1,17
14981263,Joy's Home,42861138,Joy,,Stapleton,39.79526,-104.88242,Entire home/apt,320,2,10,2020-11-30,0.23,1,0
14992777,Private Bedroom in renovated home near Downtown,28638748,Banks,,Clayton,39.76545,-104.95532,Private room,60,2,156,2020-07-24,2.82,2,0
15022935,Urban Perfection Historic Victorian,28635931,Sharie,,Baker,39.71792,-104.98838,Entire home/apt,250,2,21,2021-03-28,0.40,2,247
15023317,The Sunny Spot Near Downtown!,76598410,Natasha,,Whittier,39.7619,-104.96563,Entire home/apt,312,2,22,2021-03-21,0.40,2,203
15060179,"Charm, luxury, views and close to everything",30796919,Mark,,Jefferson Park,39.75072,-105.02018,Entire home/apt,188,1,77,2021-03-28,1.42,1,331
15084761,"Cool, Hip Brownstone Apartment blocks from RINO",7655828,Raphael,,Five Points,39.75511,-104.98097,Entire home/apt,114,1,283,2021-03-15,5.13,1,52
15097005,Modern Living in the Heart of Downtown,30076081,Jennifer,,CBD,39.74746,-104.99746,Entire home/apt,68,30,14,2021-03-15,0.27,1,241
15125534,Cherry Creek Studio Apt,5910663,Tony,,Washington Virginia Vale,39.69714,-104.92788,Entire home/apt,75,29,22,2020-10-29,0.41,3,363
15143586,Urban Retreat in Heart of Convention Center Dist,96040278,Michele & Michael,,CBD,39.74511,-104.99288,Entire home/apt,214,3,192,2021-03-23,3.72,1,226
15145566,New York meets Denver's Poets Row,3125736,Francesco,,Capitol Hill,39.733,-104.98485,Entire home/apt,109,2,51,2021-03-21,1.34,1,328
15155537,Bright Cozy Private Room with Guest Bath,61259890,David,,Hale,39.73139,-104.93205,Private room,49,30,214,2020-11-02,3.95,2,0
15271643,Working Art Studio in the Heart of Denver,76732468,David,,Highland,39.76022,-105.01569,Private room,80,1,426,2021-03-23,7.78,1,287
15303547,Comfortable Business Travel Denver,80505094,Aana,,Lowry Field,39.71123,-104.8937,Entire home/apt,67,29,43,2021-02-15,0.87,1,247
15310830,Brand new townhome in Denver's best neighborhood,11999984,Matthew,,City Park West,39.74335,-104.9621,Entire home/apt,200,29,63,2020-02-05,1.16,1,361
15314730,"Quiet House on the GVR Golf Course near DIA,",97566755,Andries,,Gateway - Green Valley Ranch,39.78819,-104.74207,Entire home/apt,150,30,85,2019-07-31,1.56,1,364
15337887,Gorgeous Bungalow in the heart of Lohi,1568544,Katie,,Highland,39.759,-105.01736,Entire home/apt,175,29,18,2020-12-01,0.34,1,12
15344781,"Bright, relaxing getaway",42862500,Linda,,Stapleton,39.74816,-104.89858,Private room,37,2,179,2020-03-15,3.29,1,238
15362044,17th Avenue Restaurant Row Lodo Condo,98077981,Blake,,City Park West,39.74376,-104.96628,Entire home/apt,99,2,82,2021-03-21,1.81,1,27
15378908,"Carriage House Loft,  History in central LoHi",3120399,Marianne,,Highland,39.76243,-105.01165,Entire home/apt,214,29,122,2021-03-06,2.26,2,97
15409638,Modern 3800 sqft Downtown Loft w/ 2000 sqft Patio!,98259634,Melanie,,CBD,39.74085,-104.99289,Entire home/apt,446,2,97,2021-03-28,1.80,5,291
15425189,Beautiful 3800 sqft Loft w/ Two Private Balconies!,98259634,Melanie,,Civic Center,39.73924,-104.99302,Entire home/apt,432,2,106,2021-03-28,2.00,5,273
15435242,Spacious Private Room - 30 DAY MIN,23229931,,,Hale,39.73982,-104.93271,Private room,45,29,15,2019-08-24,0.28,1,33
15436226,3800sqft Downtown Loft w/ Stunning Mountain Views!,98259634,Melanie,,Civic Center,39.73956,-104.99492,Entire home/apt,446,2,104,2021-03-20,1.93,5,289
15450647,Best Location and Views in Denver From 30th Floor!,46662008,Jason,,CBD,39.74528,-104.99633,Entire home/apt,55,30,15,2020-02-29,0.29,1,0
15507830,"Newly Renovated 1BR Apt. Central locale, Near DU.",86138229,Bob,,Cory - Merrill,39.68578,-104.95001,Entire home/apt,64,2,234,2021-03-24,4.51,1,86
15509056,Capitol Hill Retreat,43953355,Jerry And Alejandro,,Cheesman Park,39.73591,-104.97055,Entire home/apt,95,2,211,2020-11-08,3.90,2,58
15524225,North City Park Denver House,61262053,Stewart,,Skyland,39.76024,-104.95036,Entire home/apt,87,30,30,2021-02-17,1.52,1,94
15534324,The Dailey Park House,99922578,Bijan,,Baker,39.71505,-104.99319,Entire home/apt,120,2,160,2021-02-04,2.96,1,0
15536986,Highlands Area Private Basement with Living Room,90713031,,,Berkeley,39.77701,-105.03584,Private room,74,3,76,2021-03-13,1.42,1,55
15583685,30 Day Minimum 1 Bed 1  Bath- Baker Neighborhood,100182237,John,,Lincoln Park,39.72612,-104.99366,Entire home/apt,50,30,291,2021-01-11,5.78,2,0
15585225,"Urban Brownstone,Rooftop Deck, Central Location",100418602,Ernie And Jane,,Civic Center,39.73321,-104.99045,Entire home/apt,398,3,25,2020-12-13,0.53,1,258
15589617,Bonnie Brae Charmer,2632560,Becky,,Belcaro,39.69763,-104.95923,Entire home/apt,222,4,44,2021-03-08,0.87,1,161
